year,timerange,division,death,injuries
2018,Evening,D11,0,1
2018,Afternoon,D51,0,0
2018,Night,D42,0,0
2018,Evening,D23,0,0
2018,Evening,D51,0,0
2018,Evening,D54,0,0
2018,Afternoon,D43,0,0
2018,Evening,D12,0,1
2018,Night,D12,0,1
2018,Afternoon,D31,0,0
2018,Night,D12,0,0
2018,Night,D53,0,0
2018,Evening,D43,0,0
2018,Night,D54,0,0
2018,Evening,D41,0,1
2018,Evening,D13,0,1
2018,Afternoon,D32,0,1
2018,Afternoon,D41,0,0
2018,Evening,D43,0,0
2018,Afternoon,D23,0,0
2018,Night,D12,0,0
2018,Afternoon,D23,0,0
2018,Evening,D52,1,0
2018,Night,D43,1,1
2018,Evening,D31,0,0
2018,Evening,D12,0,0
2018,Morning,D23,0,0
2018,Afternoon,D31,0,1
2018,Evening,D31,0,0
2018,Morning,D43,0,0
2018,Night,D42,0,0
2018,Night,D41,0,0
2018,Night,D51,0,1
2018,Evening,D42,0,0
2018,Evening,D42,0,0
2018,Evening,D54,0,0
2018,Afternoon,D41,0,0
2018,Afternoon,D54,0,0
2018,Evening,D51,0,2
2018,Evening,D42,0,0
2018,Evening,D14,0,1
2018,Evening,D53,1,0
2018,Evening,D32,0,1
2018,Night,D42,1,0
2018,Afternoon,D51,0,0
2018,Evening,D12,0,0
2018,Afternoon,D42,0,0
2018,Evening,D43,0,1
2018,Evening,D52,1,0
2018,Evening,D31,0,1
2018,Night,D12,0,0
2018,Morning,D51,0,0
2018,Night,D52,0,1
2018,Evening,D51,0,0
2018,Evening,D11,0,0
2018,Evening,D23,0,0
2018,Evening,D22,1,0
2018,Night,D41,0,1
2018,Morning,D13,0,0
2018,Night,D31,0,1
2018,Night,D42,0,0
2018,Evening,D41,0,0
2018,Evening,D51,0,0
2018,Afternoon,D42,0,2
2018,Night,D42,0,0
2018,Afternoon,D12,0,0
2018,Evening,D31,0,0
2018,Night,D14,0,0
2018,Night,D52,0,0
2018,Evening,D51,0,1
2018,Evening,D14,0,1
2018,Evening,D31,0,1
2018,Afternoon,D41,0,0
2018,Evening,D55,0,1
2018,Night,D23,2,0
2018,Night,D32,1,0
2018,Night,D51,1,0
2018,Evening,D12,0,1
2018,Night,D51,0,2
2018,Night,D14,0,0
2018,Night,D23,0,0
2018,Evening,D52,2,1
2018,Afternoon,D31,0,1
2018,Afternoon,D31,0,0
2018,Night,D31,0,0
2018,Evening,D14,1,3
2018,Evening,D43,0,0
2018,Night,D14,0,1
2018,Night,D31,0,0
2018,Evening,D23,0,0
2018,Night,D43,0,0
2018,Night,D31,1,0
2018,Night,D31,1,0
2018,Evening,D53,0,1
2018,Evening,D31,0,0
2018,Evening,D41,0,1
2018,Night,D12,0,0
2018,Night,D23,0,1
2018,Afternoon,D33,0,2
2018,Evening,D42,0,0
2018,Night,D33,0,0
2018,Evening,D53,0,0
2018,Evening,D13,0,1
2018,Night,D43,0,1
2018,Afternoon,D12,0,1
2018,Night,D55,2,13
2018,Night,D32,0,1
2018,Morning,D31,1,0
2018,Night,D41,0,0
2018,Night,D23,0,0
2018,Evening,D55,0,1
2018,Evening,D41,0,0
2018,Night,D23,0,0
2018,Evening,D11,0,0
2018,Night,D14,0,0
2018,Evening,D51,0,0
2018,Evening,D55,0,0
2018,Evening,D11,0,0
2018,Afternoon,D31,0,1
2018,Afternoon,D33,0,0
2018,Night,D42,0,0
2018,Evening,D33,0,1
2018,Afternoon,D33,0,2
2018,Night,D41,0,0
2018,Afternoon,D43,0,0
2018,Afternoon,D31,0,0
2018,Evening,D31,0,0
2018,Evening,D53,0,1
2018,Night,D31,0,3
2018,Afternoon,D12,0,0
2018,Evening,D51,0,1
2018,Afternoon,D23,0,1
2018,Afternoon,D12,0,0
2018,Evening,D23,1,0
2018,Evening,D43,0,0
2018,Evening,D11,0,1
2018,Night,D51,1,0
2018,Evening,D41,0,1
2018,Evening,D23,0,1
2018,Evening,D55,0,1
2018,Night,D42,0,0
2018,Night,D43,0,1
2018,Night,D43,0,0
2018,Morning,D12,1,0
2018,Night,D41,0,0
2018,Night,D55,1,0
2018,Night,D13,0,0
2018,Night,D41,0,1
2018,Night,D55,0,0
2018,Morning,D12,0,1
2018,Afternoon,D32,0,0
2018,Evening,D23,0,1
2018,Morning,D41,1,0
2018,Evening,D41,0,0
2018,Evening,D13,0,0
2018,Night,D13,0,1
2018,Evening,D23,0,0
2018,Night,D42,1,1
2018,Evening,D14,1,0
2018,Night,D23,0,0
2018,Afternoon,D43,0,1
2018,Evening,D22,0,0
2018,Evening,D41,0,1
2018,Morning,D23,0,0
2018,Evening,D42,0,1
2018,Afternoon,D12,1,0
2018,Evening,D31,0,0
2018,Afternoon,D22,0,1
2018,Morning,D41,0,1
2018,Evening,D55,0,1
2018,Evening,D43,1,0
2018,Evening,D32,0,0
2018,Night,D31,0,1
2018,Night,D43,0,0
2018,Evening,D12,0,0
2018,Evening,D12,0,0
2018,Night,D31,0,0
2018,Morning,D12,0,0
2018,Night,D13,0,0
2018,Evening,D42,1,0
2018,Evening,D51,0,0
2018,Morning,D31,0,0
2018,Night,D12,0,1
2018,Evening,D31,0,1
2018,Night,D33,0,0
2018,Afternoon,D31,0,1
2018,Evening,D33,1,1
2018,Morning,D23,0,2
2018,Afternoon,D51,1,0
2018,Evening,D33,0,0
2018,Evening,D31,0,0
2018,Evening,D32,0,0
2018,Evening,D22,0,0
2018,Evening,D31,1,0
2018,Night,D43,0,0
2018,Afternoon,D42,1,0
2018,Evening,D42,0,0
2018,Night,D23,0,0
2018,Evening,D52,0,1
2018,Night,D14,0,0
2018,Night,D13,0,1
2018,Afternoon,D31,1,0
2018,Night,D51,0,0
2018,Night,D32,0,0
2018,Night,D52,0,0
2018,Evening,D33,0,0
2018,Afternoon,D13,0,0
2018,Evening,D23,0,0
2018,Evening,D31,0,0
2018,Evening,D23,0,0
2018,Evening,D12,0,0
2018,Night,D42,0,1
2018,Evening,D31,0,0
2018,Night,D22,0,0
2018,Evening,D11,0,1
2018,Evening,D43,0,1
2018,Night,D14,0,0
2018,Night,D42,0,0
2018,Evening,D33,0,0
2018,Evening,D55,0,0
2018,Evening,D23,0,2
2018,Evening,D42,0,0
2018,Evening,D32,0,0
2018,Night,D14,0,1
2018,Night,D55,0,1
2018,Evening,D51,0,1
2018,Night,D12,0,1
2018,Afternoon,D23,0,1
2018,Afternoon,D13,0,1
2018,Evening,D12,0,0
2018,Afternoon,D23,0,1
2018,Evening,D53,0,0
2018,Night,D31,0,0
2018,Night,D31,0,0
2018,Evening,D31,0,0
2018,Night,D31,0,0
2018,Evening,D43,0,0
2018,Night,D31,1,0
2018,Evening,D32,0,0
2018,Night,D14,0,1
2018,Evening,D23,0,0
2018,Afternoon,D43,1,0
2018,Night,D14,0,0
2018,Evening,D31,0,1
2018,Evening,D23,0,0
2018,Evening,D32,0,0
2018,Night,D31,0,0
2018,Evening,D55,0,0
2018,Night,D32,0,1
2018,Evening,D13,0,1
2018,Evening,D32,0,0
2018,Evening,D31,0,1
2018,Night,D43,0,0
2018,Night,D41,0,0
2018,Morning,D55,0,0
2018,Evening,D12,0,0
2018,Night,D14,0,1
2018,Night,D31,0,0
2018,Night,D31,0,1
2018,Afternoon,D32,0,0
2018,Evening,D43,0,0
2018,Evening,D51,0,0
2018,Night,D41,0,0
2018,Night,D43,0,0
2018,Evening,D55,0,1
2018,Evening,D43,0,1
2018,Evening,D14,0,0
2018,Evening,D41,0,1
2018,Evening,D23,1,0
2018,Night,D43,0,0
2018,Evening,D53,0,1
2018,Night,D53,0,0
2018,Night,D52,0,1
2018,Evening,D43,0,1
2018,Night,D22,0,0
2018,Evening,D12,0,1
2018,Morning,D13,0,1
2018,Morning,D31,1,0
2018,Afternoon,D31,0,1
2018,Night,D42,0,1
2018,Evening,D41,0,0
2018,Night,D11,0,0
2018,Night,D14,1,1
2018,Afternoon,D31,0,0
2018,Evening,D43,0,0
2018,Morning,D14,0,0
2018,Morning,D32,0,0
2018,Evening,D23,1,2
2018,Night,D32,0,1
2018,Night,D32,0,1
2018,Night,D23,0,1
2018,Evening,D22,0,0
2018,Night,D22,0,0
2018,Evening,D42,0,1
2018,Night,D41,0,0
2018,Night,D41,0,0
2018,Morning,D31,0,1
2018,Evening,D42,0,0
2018,Evening,D13,0,0
2018,Evening,D31,0,1
2018,Morning,D13,0,0
2018,Night,D14,0,1
2018,Afternoon,D31,0,1
2018,Evening,D12,0,0
2019,Night,D13,0,1
2019,Evening,D42,0,1
2019,Evening,D41,0,0
2019,Night,D55,0,1
2019,Night,D33,0,0
2019,Evening,D42,0,0
2019,Afternoon,D32,0,1
2019,Evening,D42,0,1
2019,Afternoon,D55,0,2
2019,Evening,D13,0,0
2019,Evening,D23,1,0
2019,Afternoon,D23,0,0
2019,Evening,D14,0,1
2019,Night,D33,0,1
2019,Night,D41,1,0
2019,Night,D31,0,1
2019,Afternoon,D51,0,1
2019,Afternoon,D51,0,1
2019,Morning,D13,0,1
2019,Evening,D22,0,0
2019,Evening,D11,0,0
2019,Night,D22,0,0
2019,Evening,D31,0,0
2019,Night,D12,0,0
2019,Evening,D32,0,0
2019,Evening,D33,0,0
2019,Afternoon,D31,0,0
2019,Night,D51,1,0
2019,Morning,D22,1,0
2019,Evening,D23,0,2
2019,Afternoon,D42,0,1
2019,Evening,D32,0,0
2019,Evening,D13,0,1
2019,Afternoon,D43,1,0
2019,Night,D51,0,1
2019,Evening,D23,1,0
2019,Night,D43,0,0
2019,Night,D55,0,1
2019,Afternoon,D22,0,0
2019,Morning,D13,0,2
2019,Afternoon,D23,1,1
2019,Night,D23,0,0
2019,Night,D31,0,0
2019,Evening,D12,0,1
2019,Evening,D32,0,1
2019,Night,D41,0,0
2019,Afternoon,D22,0,0
2019,Night,D13,0,0
2019,Night,D53,1,0
2019,Night,D12,0,0
2019,Morning,D31,0,0
2019,Evening,D31,0,0
2019,Evening,D41,0,0
2019,Evening,D31,1,0
2019,Night,D11,0,1
2019,Evening,D55,0,0
2019,Evening,D31,0,0
2019,Afternoon,D32,0,0
2019,Evening,D42,0,1
2019,Night,D12,0,3
2019,Afternoon,D11,1,0
2019,Afternoon,D32,0,1
2019,Afternoon,D22,0,0
2019,Evening,D42,0,1
2019,Night,D13,0,0
2019,Evening,D43,0,0
2019,Evening,D32,0,1
2019,Afternoon,D14,0,1
2019,Evening,D31,0,0
2019,Night,D33,0,0
2019,Night,D51,0,1
2019,Evening,D43,0,0
2019,Evening,D31,0,0
2019,Evening,D31,0,0
2019,Evening,D43,0,1
2019,Morning,D41,0,0
2019,Evening,D43,0,0
2019,Evening,D23,0,0
2019,Evening,D23,0,0
2019,Afternoon,D32,0,1
2019,Night,D43,0,1
2019,Afternoon,D42,0,0
2019,Afternoon,D43,0,0
2019,Afternoon,D55,0,0
2019,Evening,D12,0,2
2019,Night,D13,0,1
2019,Evening,D42,0,1
2019,Night,D32,0,0
2019,Afternoon,D31,0,1
2019,Afternoon,D55,0,0
2019,Afternoon,D14,0,0
2019,Morning,D12,0,0
2019,Evening,D31,0,0
2019,Evening,D11,0,1
2019,Evening,D22,0,1
2019,Night,D14,0,1
2019,Night,D55,0,0
2019,Night,D53,0,0
2019,Night,D31,0,0
2019,Night,D43,0,0
2019,Evening,D31,0,1
2019,Night,D31,0,1
2019,Evening,D12,0,1
2019,Evening,D23,0,1
2019,Morning,D32,0,0
2019,Afternoon,D31,0,0
2019,Night,D13,1,0
2019,Evening,D42,0,0
2019,Afternoon,D12,0,0
2019,Morning,D11,0,0
2019,Night,D22,0,1
2019,Evening,D43,1,0
2019,Evening,D23,0,0
2019,Evening,D55,0,1
2019,Afternoon,D23,1,0
2019,Night,D31,1,0
2019,Evening,D23,0,1
2019,Evening,D51,0,1
2019,Night,D23,0,0
2019,Night,D43,0,1
2019,Afternoon,D31,0,0
2019,Evening,D23,0,2
2019,Night,D43,0,0
2019,Morning,D12,0,0
2019,Evening,D43,0,0
2019,Evening,D51,0,1
2019,Night,D51,0,1
2019,Night,D33,0,0
2019,Night,D41,0,0
2019,Afternoon,D23,0,1
2019,Night,D23,0,0
2019,Evening,D12,0,1
2019,Night,D32,0,0
2019,Evening,D43,0,0
2019,Night,D23,0,1
2019,Evening,D22,0,0
2019,Afternoon,D22,0,0
2019,Afternoon,D42,0,1
2019,Morning,D12,0,0
2019,Evening,D12,0,2
2019,Night,D23,0,1
2019,Evening,D43,0,0
2019,Morning,D12,0,0
2019,Night,D43,0,0
2019,Night,D31,0,1
2019,Night,D31,0,0
2019,Evening,D11,0,1
2019,Morning,D22,0,1
2019,Night,D55,0,0
2019,Afternoon,D33,0,0
2019,Night,D23,0,1
2019,Evening,D43,0,0
2019,Night,D52,0,1
2019,Night,D22,0,2
2019,Night,D11,0,0
2019,Evening,D12,0,0
2019,Evening,D31,0,0
2019,Evening,D31,0,1
2019,Morning,D55,0,0
2019,Night,D51,0,1
2019,Evening,D14,0,0
2019,Night,D51,0,0
2019,Night,D23,0,0
2019,Morning,D12,0,0
2019,Afternoon,D31,0,0
2019,Afternoon,D22,0,1
2019,Afternoon,D52,0,5
2019,Evening,D23,0,3
2019,Evening,D23,0,0
2019,Afternoon,D42,0,1
2019,Night,D52,0,0
2019,Evening,D12,0,0
2019,Evening,D14,0,0
2019,Morning,D12,0,0
2019,Evening,D32,0,0
2019,Evening,D43,1,0
2019,Night,D52,0,0
2019,Evening,D43,0,0
2019,Night,D12,2,1
2019,Night,D52,1,0
2019,Afternoon,D33,0,1
2019,Night,D14,0,0
2019,Evening,D12,0,1
2019,Night,D12,0,0
2019,Morning,D12,0,0
2019,Evening,D43,0,1
2019,Night,D55,0,0
2019,Night,D55,0,0
2019,Afternoon,D55,0,0
2019,Evening,D32,0,1
2019,Night,D14,0,3
2019,Night,D13,0,0
2019,Night,D55,0,0
2019,Evening,D12,0,0
2019,Night,D55,0,0
2019,Evening,D32,0,0
2019,Evening,D23,0,1
2019,Night,D42,0,0
2019,Night,D33,0,0
2019,Afternoon,D23,0,0
2019,Morning,D42,0,1
2019,Afternoon,D23,0,0
2019,Evening,D43,0,1
2019,Evening,D12,0,1
2019,Night,D14,0,2
2019,Night,D31,0,0
2019,Afternoon,D32,0,0
2019,Evening,D23,0,0
2019,Evening,D13,0,0
2019,Night,D33,0,0
2019,Evening,D51,0,0
2019,Night,D53,0,0
2019,Night,D12,0,0
2019,Afternoon,D42,0,1
2019,Night,D53,0,0
2019,Night,D55,0,1
2019,Evening,D51,0,0
2019,Night,D41,0,0
2019,Night,D13,0,1
2019,Night,D23,0,0
2019,Evening,D55,0,0
2019,Evening,D13,0,0
2019,Evening,D13,0,2
2019,Evening,D31,0,0
2019,Evening,D32,0,0
2019,Evening,D32,0,0
2019,Night,D43,0,1
2019,Evening,D12,0,0
2019,Evening,D12,0,0
2019,Night,D13,0,0
2019,Night,D32,0,0
2019,Night,D23,0,0
2019,Evening,D32,0,0
2019,Night,D31,0,0
2019,Evening,D42,0,0
2019,Night,D32,0,0
2019,Night,D52,0,0
2019,Night,D12,1,0
2019,Evening,D23,0,0
2019,Night,D13,0,0
2019,Night,D31,0,1
2019,Afternoon,D32,0,2
2019,Night,D14,0,0
2019,Morning,D31,0,0
2019,Morning,D33,0,1
2019,Afternoon,D14,0,1
2019,Evening,D32,0,2
2019,Morning,D31,0,4
2019,Night,D53,0,0
2019,Evening,D23,0,1
2019,Night,D13,0,0
2019,Night,D51,0,2
2019,Evening,D43,0,1
2019,Night,D31,0,0
2019,Night,D12,0,2
2019,Afternoon,D55,0,2
2019,Evening,D22,0,1
2019,Evening,D32,0,0
2019,Evening,D23,0,0
2019,Night,D43,0,1
2019,Afternoon,D55,1,1
2019,Night,D43,0,1
2019,Evening,D43,0,0
2019,Night,D23,0,1
2019,Night,D31,0,1
2019,Afternoon,D31,0,0
2019,Night,D55,0,1
2019,Afternoon,D32,0,1
2019,Afternoon,D42,0,0
2019,Evening,D51,0,0
2019,Evening,D31,0,0
2019,Afternoon,D42,0,1
2019,Afternoon,D11,1,0
2019,Afternoon,D55,0,1
2019,Morning,D41,0,0
2019,Afternoon,D23,0,1
2019,Evening,D23,0,2
2019,Evening,D12,1,0
2019,Evening,D41,0,0
2019,Afternoon,D41,0,0
2019,Evening,D13,0,0
2019,Evening,D33,0,0
2019,Evening,D42,0,0
2019,Evening,D12,1,0
2019,Evening,D41,0,0
2019,Afternoon,D13,0,0
2019,Night,D13,0,4
2019,Evening,D33,0,0
2019,Night,D31,1,0
2019,Afternoon,D33,0,2
2019,Afternoon,D31,0,0
2019,Night,D53,0,0
2019,Evening,D42,0,0
2019,Afternoon,D55,0,0
2019,Evening,D42,0,0
2019,Night,D31,0,0
2019,Afternoon,D41,0,0
2019,Evening,D12,0,1
2019,Night,D23,0,0
2019,Evening,D12,0,1
2019,Morning,D31,0,0
2019,Night,D41,0,0
2019,Evening,D31,0,0
2019,Evening,D33,0,0
2019,Evening,D33,0,0
2019,Evening,D32,0,0
2019,Evening,D23,0,1
2019,Evening,D41,0,1
2019,Night,D12,0,0
2019,Afternoon,D31,0,0
2019,Morning,D43,0,1
2019,Afternoon,D23,0,1
2019,Evening,D22,0,0
2019,Afternoon,D53,0,0
2019,Evening,D42,0,1
2019,Evening,D41,0,0
2019,Evening,D13,1,0
2019,Afternoon,D23,0,1
2019,Evening,D51,0,0
2019,Evening,D31,0,2
2019,Evening,D23,0,0
2019,Evening,D23,0,0
2019,Afternoon,D23,0,1
2019,Night,D23,0,0
2019,Afternoon,D23,0,1
2019,Evening,D51,0,1
2019,Evening,D52,0,0
2019,Evening,D42,1,1
2019,Night,D11,0,0
2019,Afternoon,D12,0,0
2019,Morning,D43,0,0
2019,Night,D11,0,0
2019,Evening,D41,0,0
2019,Morning,D33,0,0
2019,Afternoon,D22,1,0
2019,Evening,D42,0,0
2019,Evening,D31,0,0
2019,Evening,D23,0,0
2019,Evening,D55,0,1
2019,Afternoon,D22,0,0
2019,Night,D33,0,0
2019,Night,D23,0,1
2019,Evening,D23,1,0
2019,Night,D14,0,2
2019,Night,D41,0,3
2019,Evening,D42,0,1
2019,Night,D55,0,0
2019,Night,D41,0,1
2019,Evening,D22,0,0
2019,Evening,D31,0,0
2019,Evening,D31,2,0
2019,Evening,D31,0,1
2019,Evening,D31,0,0
2019,Evening,D23,0,1
2019,Evening,D55,0,0
2019,Night,D11,0,0
2019,Evening,D51,0,0
2019,Night,D13,0,0
2019,Afternoon,D23,0,1
2019,Evening,D11,0,1
2019,Afternoon,D12,0,1
2019,Night,D43,0,0
2019,Afternoon,D42,0,0
2019,Night,D55,0,0
2019,Morning,D31,0,0
2019,Evening,D42,0,0
2019,Evening,D41,0,1
2019,Evening,D51,0,1
2019,Night,D55,0,0
2019,Evening,D32,0,2
2019,Evening,D43,0,1
2019,Night,D13,0,2
2019,Night,D14,0,1
2019,Night,D23,1,0
2019,Night,D52,0,1
2019,Evening,D32,0,0
2019,Evening,D33,1,0
2019,Night,D53,0,0
2019,Evening,D23,0,1
2019,Afternoon,D13,0,3
2019,Evening,D11,1,0
2019,Night,D23,0,1
2019,Night,D55,0,0
2019,Evening,D42,0,1
2019,Afternoon,D12,0,1
2019,Night,D12,0,0
2019,Evening,D31,0,0
2019,Evening,D23,0,1
2019,Night,D31,0,0
2019,Evening,D13,0,1
2019,Evening,D33,0,0
2019,Afternoon,D41,0,0
2019,Night,D22,0,1
2019,Evening,D31,0,1
2019,Night,D32,0,0
2019,Evening,D12,0,1
2019,Night,D23,0,0
2019,Night,D53,0,2
2019,Night,D52,0,0
2019,Night,D12,0,2
2019,Evening,D31,0,0
2019,Evening,D12,0,5
2019,Night,D22,0,1
2019,Evening,D55,0,2
2019,Morning,D12,0,1
2019,Evening,D33,0,2
2019,Night,D55,0,1
2019,Afternoon,D55,0,0
2019,Evening,D43,0,1
2019,Afternoon,D42,0,0
2019,Evening,D12,0,0
2019,Afternoon,D32,0,0
2019,Afternoon,D22,1,0
2019,Night,D55,1,0
2019,Night,D43,0,0
2019,Night,D23,0,0
2019,Evening,D23,0,1
2019,Evening,D31,0,0
2019,Evening,D43,0,0
2019,Evening,D32,0,1
2019,Night,D55,0,0
2019,Night,D55,0,1
2019,Night,D12,1,1
2019,Night,D11,0,0
2019,Night,D31,0,1
2019,Evening,D43,0,1
2019,Evening,D55,0,0
2019,Night,D22,0,0
2019,Evening,D12,0,0
2019,Evening,D14,0,0
2019,Afternoon,D12,0,1
2019,Night,D12,0,0
2019,Evening,D55,0,0
2019,Morning,D32,0,2
2019,Afternoon,D31,0,0
2019,Afternoon,D11,0,0
2019,Evening,D41,0,0
2019,Night,D13,1,0
2019,Afternoon,D53,0,1
2019,Evening,D41,0,0
2019,Evening,D42,0,1
2019,Night,D53,0,1
2019,Morning,D23,0,0
2019,Night,D43,0,1
2019,Afternoon,D43,1,0
2019,Night,D14,0,1
2019,Evening,D43,0,0
2019,Evening,D43,0,0
2019,Evening,D31,0,0
2019,Evening,D42,0,0
2019,Evening,D31,0,0
2019,Evening,D32,0,0
2019,Night,D14,0,0
2019,Evening,D32,0,0
2019,Morning,D31,0,1
2019,Evening,D23,0,1
2019,Evening,D31,1,2
2019,Evening,D23,0,1
2019,Evening,D31,0,0
2019,Evening,D33,1,0
2019,Evening,D31,0,1
2019,Night,D55,0,0
2019,Evening,D55,0,1
2019,Night,D32,0,0
2019,Night,D55,0,0
2019,Night,D31,1,0
2019,Evening,D31,0,1
2019,Morning,D42,0,0
2019,Evening,D33,0,0
2019,Evening,D43,0,1
2019,Evening,D42,0,0
2019,Evening,D53,0,2
2019,Evening,D55,0,0
2019,Evening,D23,0,0
2019,Night,D23,0,0
2019,Afternoon,D31,0,1
2019,Night,D53,0,1
2019,Night,D42,0,0
2019,Night,D32,0,1
2019,Night,D32,0,0
2019,Night,D51,0,1
2019,Evening,D13,0,1
2019,Night,D22,1,0
2019,Night,D23,0,0
2019,Night,D42,0,0
2019,Night,D43,1,0
2019,Afternoon,D55,0,0
2019,Night,D12,0,0
2019,Night,D41,0,0
2019,Night,D32,0,0
2019,Night,D31,0,2
