year,timerange,division,death,injuries
2019,Evening,D42,1,0
2020,Evening,D51,1,1
2020,Evening,D32,0,0
2020,Night,D23,0,0
2020,Evening,D12,0,0
2020,Afternoon,D32,0,1
2020,Evening,D43,0,0
2020,Evening,D42,0,0
2020,Evening,D31,0,0
2020,Evening,D31,0,0
2020,Night,D43,1,0
2020,Night,D23,0,0
2020,Morning,D42,0,0
2020,Night,D11,0,1
2020,Night,D53,0,0
2020,Night,D53,0,0
2020,Night,D13,0,0
2020,Night,D43,0,1
2020,Afternoon,D43,1,0
2020,Evening,D31,0,1
2020,Evening,D42,0,0
2020,Evening,D32,0,0
2020,Evening,D43,0,0
2020,Evening,D43,1,2
2020,Night,D31,0,0
2020,Night,D32,0,1
2020,Night,D31,0,2
2020,Night,D43,0,0
2020,Morning,D52,0,0
2020,Evening,D14,2,1
2020,Night,D31,0,0
2020,Night,D32,0,0
2020,Morning,D52,0,0
2020,Afternoon,D31,0,0
2020,Night,D13,0,0
2020,Evening,D22,0,0
2020,Evening,D33,0,0
2020,Evening,D23,0,0
2020,Afternoon,D43,0,0
2020,Night,D14,0,1
2020,Night,D55,1,0
2020,Evening,D22,1,0
2020,Night,D41,0,0
2020,Evening,D12,0,0
2020,Night,D11,0,0
2020,Evening,D41,0,0
2020,Afternoon,D52,0,1
2020,Night,D43,0,1
2020,Night,D52,0,0
2020,Afternoon,D53,0,0
2020,Night,D22,0,0
2020,Evening,D55,0,0
2020,Night,D23,0,1
2020,Evening,D23,0,0
2020,Evening,D33,0,0
2020,Evening,D42,0,1
2020,Afternoon,D55,0,1
2020,Evening,D33,0,0
2020,Evening,D32,0,0
2020,Night,D42,0,0
2020,Evening,D41,0,1
2020,Night,D32,0,0
2020,Evening,D23,0,0
2020,Evening,D55,0,0
2020,Afternoon,D43,0,0
2020,Afternoon,D42,0,0
2020,Night,D51,0,0
2020,Night,D14,0,1
2020,Afternoon,D13,0,0
2020,Evening,D22,0,1
2020,Evening,D33,0,1
2020,Afternoon,D13,0,1
2020,Evening,D55,0,0
2020,Night,D22,0,0
2020,Evening,D31,0,1
2020,Evening,D55,0,1
2020,Morning,D55,0,0
2020,Night,D22,0,0
2020,Night,D13,0,1
2020,Night,D42,0,1
2020,Evening,D31,0,0
2020,Night,D23,0,1
2020,Night,D12,0,1
2020,Morning,D42,1,1
2020,Evening,D42,0,0
2020,Night,D42,0,1
2020,Night,D33,0,1
2020,Evening,D13,0,1
2020,Evening,D55,0,0
2020,Evening,D51,0,1
2020,Afternoon,D31,0,1
2020,Evening,D41,0,0
2020,Afternoon,D41,1,0
2020,Afternoon,D22,0,0
2020,Evening,D51,1,0
2020,Evening,D23,0,0
2020,Night,D31,0,0
2020,Evening,D22,0,1
2020,Evening,D22,0,0
2020,Evening,D31,0,0
2020,Evening,D55,0,0
2020,Afternoon,D41,0,0
2020,Evening,D43,0,0
2020,Evening,D41,0,1
2020,Night,D55,0,0
2020,Afternoon,D14,0,0
2020,Afternoon,D31,0,1
2020,Morning,D42,0,1
2020,Night,D43,0,0
2020,Evening,D51,0,0
2020,Evening,D43,0,1
2020,Afternoon,D33,0,0
2020,Evening,D32,0,1
2020,Afternoon,D32,0,1
2020,Afternoon,D31,0,0
2020,Evening,D53,1,0
2020,Evening,D53,0,0
2020,Evening,D13,1,0
2020,Evening,D32,0,0
2020,Evening,D32,0,1
2020,Evening,D14,0,0
2020,Evening,D23,0,0
2020,Night,D51,0,1
2020,Afternoon,D12,0,0
2020,Evening,D31,0,0
2020,Afternoon,D22,0,0
2020,Evening,D32,0,0
2020,Night,D31,0,0
2020,Night,D23,0,1
2020,Night,D43,0,0
2020,Evening,D42,0,1
2020,Evening,D42,0,1
2020,Afternoon,D31,0,0
2020,Night,D32,0,0
2020,Night,D43,0,0
2020,Afternoon,D31,1,0
2020,Evening,D55,0,1
2020,Evening,D23,0,0
2020,Afternoon,D23,0,0
2020,Evening,D41,1,0
2020,Night,D22,0,0
2020,Evening,D32,0,0
2020,Night,D31,0,0
2020,Night,D41,0,0
2020,Evening,D23,0,1
2020,Afternoon,D41,0,0
2020,Morning,D55,0,0
2020,Evening,D23,1,0
2020,Morning,D31,0,0
2020,Night,D43,0,0
2020,Night,D41,0,0
2020,Evening,D42,1,1
2020,Evening,D31,0,1
2020,Night,D22,0,1
2020,Evening,D31,0,2
2020,Evening,D53,0,1
2020,Evening,D55,0,0
2020,Evening,D55,0,0
2020,Evening,D41,0,1
2020,Evening,D41,0,0
2020,Evening,D31,0,0
2020,Night,D13,0,0
2020,Afternoon,D53,0,2
2020,Evening,D32,0,0
2020,Evening,D51,0,0
2020,Afternoon,D41,0,1
2020,Evening,D55,0,0
2020,Evening,D31,0,0
2020,Evening,D41,0,0
2020,Evening,D42,0,1
2020,Afternoon,D52,1,2
2020,Evening,D31,0,0
2020,Afternoon,D14,0,0
2020,Afternoon,D55,0,1
2020,Night,D12,0,0
2020,Afternoon,D31,0,0
2020,Evening,D31,0,1
2020,Night,D31,0,0
2020,Night,D23,1,0
2020,Evening,D42,0,0
2020,Evening,D42,0,1
2020,Night,D31,0,0
2020,Afternoon,D55,0,0
2020,Evening,D41,0,0
2020,Night,D13,0,0
2020,Night,D42,0,0
2020,Night,D23,0,0
2020,Evening,D43,0,0
2020,Evening,D53,1,1
2020,Evening,D31,0,2
2020,Evening,D42,0,1
2020,Evening,D43,0,0
2020,Night,D32,0,0
2020,Evening,D32,0,0
2020,Night,D23,0,0
2020,Morning,D52,0,0
2020,Evening,D43,0,0
2020,Evening,D33,0,1
2020,Evening,D13,0,0
2020,Night,D14,0,0
2020,Afternoon,D31,0,0
2020,Evening,D51,1,0
2020,Morning,D13,1,0
2020,Night,D52,0,0
2020,Night,D42,0,1
2020,Morning,D42,0,0
2020,Evening,D32,0,0
2020,Night,D31,0,0
2020,Night,D55,0,1
2020,Morning,D31,0,0
2020,Evening,D43,0,0
2020,Evening,D31,0,0
2020,Evening,D22,0,0
2020,Morning,D13,0,0
2020,Evening,D12,0,0
2020,Evening,D31,0,1
2020,Night,D22,0,0
2020,Night,D51,0,0
2020,Evening,D14,0,1
2020,Afternoon,D42,1,0
2020,Night,D42,0,0
2020,Night,D42,0,0
2020,Night,D31,0,0
2020,Night,D32,0,1
2020,Night,D32,0,0
2020,Afternoon,D13,0,0
2020,Afternoon,D43,1,0
2020,Afternoon,D55,0,0
2020,Evening,D12,1,4
2020,Evening,D55,0,0
2020,Evening,D23,0,0
2020,Night,D33,0,0
2020,Afternoon,D43,0,0
2020,Evening,D22,0,2
2020,Night,D55,0,0
2020,Night,D11,0,1
2020,Evening,D31,0,3
2020,Night,D32,0,0
2020,Night,D41,0,0
2020,Evening,D55,0,0
2020,Afternoon,D12,0,0
2020,Night,D53,0,1
2020,Night,D33,0,0
2020,Evening,D13,0,0
2020,Night,D32,0,0
2020,Night,D11,0,0
2020,Morning,D42,0,1
2020,Night,D32,0,1
2020,Morning,D42,0,1
2020,Evening,D12,0,1
2020,Night,D14,0,0
2020,Evening,D32,0,0
2020,Afternoon,D53,0,0
2020,Evening,D31,0,1
2020,Evening,D23,0,0
2020,Evening,D52,0,1
2020,Night,D22,0,0
2020,Morning,D43,0,0
2020,Night,D55,0,2
2020,Evening,D51,0,1
2020,Night,D51,0,1
2020,Evening,D31,0,1
2020,Night,D43,0,0
2020,Afternoon,D41,0,1
2020,Afternoon,D12,0,0
2020,Evening,D12,0,1
2020,Evening,D32,0,0
2020,Evening,D13,0,0
2020,Afternoon,D51,0,0
2020,Morning,D32,0,0
2020,Evening,D43,0,0
2020,Night,D43,0,0
2020,Morning,D31,0,0
2020,Morning,D22,0,1
2020,Evening,D41,0,0
2020,Morning,D12,0,0
2020,Night,D31,0,0
2020,Night,D14,0,0
2020,Afternoon,D14,0,1
2020,Evening,D41,0,0
2020,Evening,D31,0,0
2020,Evening,D13,0,1
2020,Morning,D52,0,0
2020,Night,D51,0,0
2020,Afternoon,D23,0,0
2020,Evening,D14,0,0
2020,Evening,D51,0,0
2020,Morning,D23,0,1
2020,Night,D43,1,0
2020,Morning,D42,0,2
2020,Night,D13,0,0
2020,Night,D12,0,0
2020,Evening,D32,0,1
2020,Evening,D31,0,0
2020,Night,D51,0,0
2020,Night,D43,0,0
2020,Evening,D31,0,1
2020,Morning,D32,0,0
2020,Night,D12,0,1
2020,Night,D41,0,1
2020,Night,D33,0,0
2020,Evening,D23,0,0
2020,Evening,D52,0,0
2020,Night,D12,0,0
2020,Night,D43,0,0
2020,Evening,D23,0,2
2020,Evening,D23,0,1
2020,Evening,D31,0,3
2020,Night,D51,0,1
2020,Night,D12,0,1
2020,Morning,D41,0,0
2020,Evening,D32,1,0
2020,Evening,D31,0,0
2020,Night,D41,0,0
2020,Night,D43,0,1
2020,Night,D52,0,0
2020,Evening,D42,0,0
2020,Night,D22,0,0
2020,Evening,D42,0,0
2020,Afternoon,D22,0,0
2020,Evening,D43,0,0
2020,Night,D43,0,0
2020,Evening,D22,0,0
2020,Afternoon,D43,0,1
2020,Evening,D31,0,0
2020,Night,D55,0,1
2020,Evening,D33,0,0
2020,Evening,D55,0,0
2020,Evening,D31,0,1
2020,Evening,D43,0,2
2020,Night,D31,0,0
2020,Evening,D55,0,3
2020,Afternoon,D31,0,2
2020,Afternoon,D31,0,1
2020,Evening,D14,0,1
2020,Morning,D43,0,1
2020,Evening,D32,0,1
2020,Evening,D23,0,0
2020,Night,D13,0,6
2020,Night,D43,0,0
2020,Night,D31,1,0
2020,Night,D11,0,0
2020,Night,D32,0,0
2020,Night,D33,0,0
2020,Night,D31,0,0
2020,Night,D31,0,1
2020,Night,D43,0,0
2020,Night,D32,0,0
2020,Night,D31,0,0
2020,Night,D22,0,1
2020,Evening,D11,0,0
2020,Night,D42,0,0
2020,Evening,D23,0,0
2020,Night,D42,0,0
2020,Evening,D32,0,2
2020,Afternoon,D11,1,0
2020,Evening,D31,0,0
2020,Night,D31,0,0
2020,Evening,D31,0,1
2020,Evening,D11,0,0
2020,Night,D12,0,0
2020,Night,D42,0,0
2020,Evening,D42,1,0
2020,Evening,D31,0,0
2020,Evening,D23,0,0
2020,Night,D42,0,0
2020,Evening,D31,0,1
2020,Evening,D43,0,0
2020,Evening,D23,0,0
2020,Evening,D43,0,1
2020,Evening,D31,0,0
2020,Evening,D31,1,1
2020,Evening,D31,0,1
2020,Night,D31,0,0
2020,Evening,D32,0,0
2020,Evening,D32,0,0
2020,Evening,D31,0,2
2020,Evening,D32,0,1
2020,Night,D55,0,1
2020,Evening,D23,1,1
2020,Evening,D31,1,0
2020,Night,D32,0,0
2020,Evening,D31,0,0
2020,Night,D41,0,0
2020,Evening,D31,0,0
2020,Evening,D51,0,0
2020,Evening,D41,0,1
2020,Evening,D41,0,0
2020,Morning,D12,1,0
2020,Night,D43,0,0
2020,Morning,D31,1,2
2020,Afternoon,D32,0,1
2020,Evening,D43,0,0
2020,Night,D55,0,0
2020,Evening,D32,1,0
2020,Morning,D43,0,0
2020,Afternoon,D11,0,0
2020,Night,D55,0,0
2020,Night,D31,0,0
2020,Night,D31,0,0
2020,Morning,D31,0,0
2020,Afternoon,D31,0,0
2020,Night,D33,0,0
2020,Afternoon,D12,0,0
2020,Night,D32,0,0
2020,Night,D52,0,0
2020,Afternoon,D31,0,0
2020,Evening,D31,0,0
2020,Morning,D43,0,1
2020,Night,D22,0,0
2020,Night,D51,0,0
2020,Night,D33,0,0
2020,Night,D41,0,0
2020,Evening,D53,0,1
2020,Night,D43,0,0
2020,Afternoon,D41,1,0
2020,Evening,D31,0,0
2020,Afternoon,D31,0,0
2020,Afternoon,D31,0,0
2020,Evening,D31,0,0
2020,Evening,D42,0,0
2020,Afternoon,D31,0,0
2020,Evening,D31,0,1
2020,Afternoon,D31,1,3
2020,Evening,D42,0,0
2020,Afternoon,D14,0,1
2020,Evening,D12,0,1
2020,Evening,D23,0,1
2020,Evening,D42,0,1
2020,Afternoon,D11,0,0
2020,Evening,D32,0,0
2020,Evening,D43,0,0
2020,Night,D32,0,0
2020,Evening,D41,0,0
2020,Evening,D42,0,0
2020,Evening,D42,0,0
2020,Evening,D23,0,0
2020,Afternoon,D11,0,1
2020,Night,D55,0,0
2020,Night,D31,0,1
2020,Night,D55,0,1
2020,Evening,D11,0,0
2020,Afternoon,D13,1,1
2020,Evening,D31,0,0
2020,Evening,D23,0,0
2020,Night,D31,0,0
2020,Morning,D31,0,1
2020,Evening,D23,0,0
2020,Evening,D43,0,2
2020,Morning,D14,0,1
2020,Afternoon,D43,0,1
2020,Night,D42,0,0
2020,Afternoon,D12,0,0
2020,Night,D13,0,0
2020,Evening,D42,0,1
2020,Night,D55,0,0
2020,Night,D33,0,0
2020,Afternoon,D55,0,1
2020,Afternoon,D53,0,0
2020,Morning,D23,0,0
2020,Afternoon,D43,0,1
2020,Morning,D11,0,0
2020,Evening,D13,0,1
2021,Night,D43,0,0
2021,Night,D12,0,0
2021,Morning,D14,0,1
2021,Evening,D13,0,1
2021,Evening,D23,0,0
2021,Afternoon,D43,0,2
2021,Night,D42,0,0
2021,Night,D32,0,0
2021,Evening,D32,0,0
2021,Afternoon,D42,0,1
2021,Evening,D31,0,0
2021,Afternoon,D31,0,0
2021,Afternoon,D23,0,0
2021,Evening,D23,0,0
2021,Evening,D23,0,0
2021,Afternoon,D31,1,0
2021,Night,D32,0,0
2021,Evening,D31,0,1
2021,Evening,D32,0,0
2021,Evening,D31,1,0
2021,Night,D33,0,0
2021,Night,D12,0,1
2021,Morning,D23,0,0
2021,Night,D32,0,0
2021,Evening,D53,1,1
2021,Evening,D32,0,0
2021,Evening,D12,1,0
2021,Night,D51,0,3
2021,Evening,D42,1,1
2021,Evening,D41,1,0
2021,Evening,D32,1,0
2021,Evening,D55,1,0
2021,Night,D55,0,1
2021,Evening,D23,0,0
2021,Evening,D33,0,0
2021,Night,D31,0,1
2021,Night,D31,0,1
2021,Evening,D23,1,0
2021,Evening,D55,0,1
2021,Evening,D42,0,0
2021,Afternoon,D31,0,0
2021,Evening,D14,0,1
2021,Evening,D55,0,0
2021,Night,D13,0,0
2021,Evening,D31,0,0
2021,Evening,D43,0,0
2021,Night,D52,0,0
2021,Afternoon,D41,0,0
2021,Evening,D51,0,0
2021,Morning,D43,0,0
2021,Evening,D23,0,0
2021,Afternoon,D13,0,0
2021,Afternoon,D14,0,0
2021,Night,D23,0,0
2021,Morning,D12,0,0
2021,Night,D55,0,0
2021,Afternoon,D32,0,0
2021,Afternoon,D22,0,1
2021,Afternoon,D42,0,0
2021,Evening,D23,0,1
2021,Night,D41,0,0
2021,Night,D33,0,0
2021,Evening,D51,0,1
2021,Evening,D12,0,1
2021,Night,D12,0,0
2021,Night,D33,0,0
2021,Night,D41,0,0
2021,Night,D41,0,0
2021,Night,D11,0,0
2021,Night,D11,0,1
2021,Night,D22,0,1
2021,Evening,D31,0,0
2021,Evening,D23,0,2
2021,Evening,D31,0,1
2021,Afternoon,D23,1,1
2021,Night,D23,0,0
2021,Night,D31,0,0
2021,Evening,D12,0,1
2021,Afternoon,D12,0,1
2021,Evening,D33,0,0
2021,Night,D42,0,1
2021,Evening,D23,0,0
2021,Afternoon,D14,0,0
2021,Evening,D23,0,1
2021,Afternoon,D43,0,0
2021,Evening,D31,0,1
2021,Evening,D31,0,1
2021,Afternoon,D31,0,0
2021,Morning,D23,0,1
2021,Afternoon,D32,0,1
2021,Evening,D31,0,1
2021,Evening,D32,0,0
2021,Evening,D31,0,0
2021,Afternoon,D14,0,0
2021,Night,D42,0,0
2021,Night,D32,0,0
2021,Evening,D12,1,0
2021,Evening,D23,0,0
2021,Afternoon,D22,0,1
2021,Night,D11,0,0
2021,Afternoon,D31,0,0
2021,Night,D12,0,0
2021,Night,D31,0,1
2021,Evening,D42,0,0
2021,Morning,D43,0,0
2021,Evening,D22,0,0
2021,Evening,D42,0,0
2021,Night,D31,0,0
2021,Morning,D22,0,1
2021,Afternoon,D22,0,1
2021,Night,D23,0,0
2021,Night,D41,0,0
2021,Morning,D55,0,0
2021,Night,D11,0,0
2021,Night,D33,0,0
2021,Night,D12,0,0
2021,Afternoon,D23,1,3
2021,Afternoon,D41,0,1
2021,Night,D43,0,0
2021,Afternoon,D41,0,1
2021,Night,D42,0,0
2021,Evening,D11,0,1
2021,Evening,D11,0,0
2021,Night,D14,0,1
2021,Evening,D42,0,0
2021,Afternoon,D23,0,0
2021,Evening,D43,0,0
2021,Afternoon,D32,0,0
2021,Evening,D55,0,0
2021,Evening,D31,0,0
2021,Evening,D12,0,0
2021,Evening,D31,0,0
2021,Afternoon,D13,0,0
2021,Evening,D11,0,1
2021,Evening,D23,0,1
2021,Afternoon,D11,0,1
2021,Night,D42,0,1
2021,Evening,D51,0,3
2021,Evening,D41,0,0
2021,Evening,D23,0,0
2021,Evening,D31,0,1
2021,Afternoon,D41,0,0
2021,Night,D12,0,0
2021,Evening,D22,0,0
2021,Morning,D42,0,0
2021,Evening,D31,0,0
2021,Afternoon,D11,0,0
2021,Night,D43,1,1
2021,Afternoon,D31,0,0
2021,Evening,D31,0,0
2021,Night,D11,0,0
2021,Evening,D41,0,1
2021,Evening,D43,2,0
2021,Night,D14,0,1
2021,Night,D42,0,2
2021,Evening,D41,0,0
2021,Night,D12,1,0
2021,Night,D31,0,0
2021,Afternoon,D31,0,0
2021,Evening,D23,0,4
2021,Morning,D12,0,0
2021,Night,D14,0,0
2021,Night,D55,0,0
2021,Evening,D41,0,0
2021,Evening,D22,0,0
2021,Night,D51,0,0
2021,Night,D55,0,0
2021,Night,D12,1,0
2021,Evening,D55,0,2
2021,Night,D32,0,0
2021,Night,D12,0,0
2021,Night,D31,0,0
2021,Evening,D12,0,0
2021,Afternoon,D31,0,0
2021,Evening,D51,0,1
2021,Evening,D23,0,0
2021,Evening,D12,0,1
2021,Afternoon,D12,0,0
2021,Evening,D23,0,0
2021,Night,D55,1,2
2021,Evening,D41,1,0
2021,Evening,D41,0,0
2021,Night,D14,0,0
2021,Evening,D31,1,0
2021,Evening,D42,0,1
2021,Night,D32,0,0
2021,Afternoon,D42,0,1
2021,Night,D51,0,0
2021,Evening,D12,0,0
2021,Afternoon,D22,0,0
2021,Night,D14,0,1
2021,Afternoon,D31,0,4
2021,Night,D14,0,0
2021,Evening,D23,0,1
2021,Night,D14,0,1
2021,Night,D43,0,1
2021,Night,D42,0,0
2021,Night,D53,0,1
2021,Night,D14,0,0
2021,Afternoon,D22,0,1
2021,Night,D23,0,0
2021,Evening,D42,0,0
2021,Night,D43,0,0
2021,Night,D14,0,0
2021,Evening,D55,0,2
2021,Evening,D31,0,1
2021,Evening,D13,0,1
2021,Night,D41,0,0
2021,Evening,D23,0,0
2021,Night,D23,1,0
2021,Night,D23,0,1
2021,Night,D31,0,0
2021,Evening,D31,0,1
2021,Night,D12,0,0
2021,Afternoon,D42,0,0
2021,Evening,D42,0,0
2021,Evening,D51,0,1
2021,Evening,D33,0,0
2021,Night,D12,0,0
2021,Night,D51,0,1
2021,Afternoon,D31,0,1
2021,Evening,D32,0,2
2021,Evening,D23,0,0
2021,Afternoon,D31,0,0
2021,Evening,D55,0,0
2021,Evening,D12,0,1
2021,Evening,D41,0,0
2021,Afternoon,D31,0,0
2021,Morning,D31,0,0
2021,Night,D22,0,1
2021,Night,D14,0,0
2021,Evening,D31,0,0
2021,Evening,D42,0,0
2021,Afternoon,D43,0,0
2021,Night,D53,0,0
2021,Afternoon,D43,0,0
2021,Night,D14,2,2
2021,Afternoon,D14,0,0
2021,Night,D31,0,0
2021,Night,D32,0,1
2021,Morning,D43,0,0
2021,Evening,D43,0,0
2021,Afternoon,D22,0,0
2021,Evening,D42,0,0
2021,Evening,D12,1,2
2021,Evening,D51,0,1
2021,Evening,D12,0,0
2021,Night,D31,0,1
2021,Night,D42,0,2
2021,Night,D22,0,0
2021,Night,D12,0,0
2021,Evening,D43,0,0
2021,Night,D22,0,0
2021,Evening,D43,0,0
2021,Evening,D43,0,0
2021,Morning,D52,0,0
2021,Evening,D42,0,3
2021,Morning,D55,0,1
2021,Evening,D31,0,2
2021,Night,D33,0,0
2021,Morning,D22,1,0
2021,Night,D14,0,1
2021,Evening,D51,0,1
2021,Night,D55,0,1
2021,Night,D52,1,1
2021,Night,D12,0,0
2021,Morning,D51,0,0
2021,Afternoon,D32,0,0
2021,Evening,D42,0,0
2021,Evening,D55,0,1
2021,Evening,D55,0,0
2021,Night,D53,0,0
2021,Evening,D41,0,0
2021,Morning,D12,0,0
2021,Night,D43,0,0
2021,Afternoon,D32,1,0
2021,Evening,D43,0,0
2021,Evening,D11,0,1
2021,Night,D31,0,1
2021,Evening,D31,0,1
2021,Night,D14,0,0
2021,Night,D42,0,0
2021,Evening,D31,1,0
2021,Night,D31,0,1
2021,Evening,D12,0,0
2021,Evening,D32,0,0
2021,Night,D14,0,0
2021,Night,D31,0,1
2021,Night,D43,0,0
2021,Night,D23,0,0
2021,Night,D31,0,0
2021,Afternoon,D12,0,1
2021,Evening,D51,0,0
2021,Afternoon,D53,0,1
2021,Night,D42,0,0
2021,Night,D42,0,0
2021,Afternoon,D23,0,0
2021,Evening,D41,1,0
2021,Night,D31,0,0
2021,Evening,D51,1,2
2021,Night,D31,0,0
2021,Night,D31,0,0
2021,Afternoon,D42,0,0
2021,Evening,D31,0,0
2021,Night,D42,1,0
2021,Night,D42,0,0
2021,Night,D14,0,0
2021,Night,D23,0,1
2021,Morning,D13,0,0
2021,Morning,D33,0,0
2021,Night,D51,0,1
2021,Night,D51,0,1
2021,Morning,D43,0,0
2021,Night,D42,0,0
2021,Night,D55,0,0
2021,Evening,D12,0,0
2021,Night,D55,0,0
2021,Evening,D43,0,0
2021,Evening,D12,0,1
2021,Night,D41,0,0
2021,Evening,D53,0,2
2021,Evening,D43,0,1
2021,Afternoon,D31,0,0
2021,Evening,D14,0,2
2021,Night,D12,0,0
2021,Evening,D42,1,0
2021,Afternoon,D14,0,0
2021,Night,D31,1,0
2021,Night,D52,0,1
2021,Evening,D33,0,1
2021,Evening,D55,0,0
2021,Night,D14,0,0
2021,Night,D14,0,0
